Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,56.25570917531941,26,PTM-SEA,0.6103896103896104,3,AGC,SGK,NA,SGK1
CHEK1,-70.87797427294646,22,PTM-SEA,0.6623376623376623,3,CAMK,CAMKL,CHK1,CHEK1
AURKA,40.01969394146889,36,PTM-SEA,0.4805194805194805,2,OTHER,AUR,NA,AURKA
RPS6KA5,-19.67795740724333,44,PTM-SEA,0.37662337662337664,2,AGC,RSK,MSK,RPS6KA5
LATS1,0,56,PTM-SEA,0,1,AGC,NDR,NA,LATS1
CHEK2,-75.06759971245005,18,PTM-SEA,0.7142857142857143,3,CAMK,RAD53,NA,CHEK2
RAF1,46.80239759944116,33,PTM-SEA,0.5194805194805194,3,TKL,RAF,RAF,RAF1
PRKCG,0,56,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-3.9668273076555542,50,PTM-SEA,0.2987012987012987,2,AGC,PKC,ALPHA,PRKCB
CDK1,-71.60298489798564,21,PTM-SEA,0.6753246753246753,3,CMGC,CDK,CDC2,CDK1
ARAF,112.0756678955768,1,PTM-SEA,0.987012987012987,4,TKL,RAF,RAF,ARAF
PIM1,87.24427439190245,6,PTM-SEA,0.8701298701298701,4,CAMK,PIM,NA,PIM1
CDK4,-46.99910986250665,32,PTM-SEA,0.5324675324675324,3,CMGC,CDK,CDK4,CDK4
BRAF,112.0756678955768,1,PTM-SEA,0.987012987012987,4,TKL,RAF,RAF,BRAF
PRKCA,35.158775326056066,41,PTM-SEA,0.4155844155844156,2,AGC,PKC,ALPHA,PRKCA
PRKACA,82.53877682685457,10,PTM-SEA,0.8181818181818182,4,AGC,PKA,NA,PRKACA
PRKACG,84.62968071594325,8,PTM-SEA,0.8441558441558441,4,AGC,PKA,NA,PRKACG
PRKACB,87.24427439190245,6,PTM-SEA,0.8701298701298701,4,AGC,PKA,NA,PRKACB
RPS6KB1,51.508844680831714,29,PTM-SEA,0.5714285714285714,3,AGC,RSK,P70,RPS6KB1
CDK2,-77.1102240398849,15,PTM-SEA,0.7532467532467533,4,CMGC,CDK,CDC2,CDK2
MAPK3,-38.46062448424811,38,PTM-SEA,0.45454545454545453,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,-56.38529264921528,25,PTM-SEA,0.6233766233766234,3,CMGC,MAPK,ERK1,MAPK1
AKT1,38.04468193074125,39,PTM-SEA,0.44155844155844154,2,AGC,AKT,NA,AKT1
AKT2,83.89315922144412,9,PTM-SEA,0.8311688311688312,4,AGC,AKT,NA,AKT2
MAP3K8,47.10128548561805,31,PTM-SEA,0.5454545454545454,3,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,87.24427439190245,6,PTM-SEA,0.8701298701298701,4,AGC,PKC,IOTA,PRKCI
MTOR,0,56,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,-42.61698962521292,34,PTM-SEA,0.5064935064935064,3,CMGC,MAPK,JNK,MAPK8
MAPK9,-54.625923234500036,28,PTM-SEA,0.5844155844155844,3,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,56,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,56,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,6.151603975381988,49,PTM-SEA,0.3116883116883117,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,76.68467299699614,17,PTM-SEA,0.7272727272727273,3,CMGC,GSK,NA,GSK3B
CDK7,-62.99019607843138,24,PTM-SEA,0.6363636363636364,3,CMGC,CDK,CDK7,CDK7
CDK9,-3.5274509803921568,51,PTM-SEA,0.2727272727272727,2,CMGC,CDK,CDK9,CDK9
RPS6KA3,56.06372144762791,27,PTM-SEA,0.5974025974025974,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,56,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,17.27709893800265,46,PTM-SEA,0.35064935064935066,2,CAMK,DAPK,DAPK,DAPK1
MAPK10,2.519607843137255,53,PTM-SEA,0.24675324675324675,1,CMGC,MAPK,JNK,MAPK10
PRKAA2,22.86627259224537,43,PTM-SEA,0.38961038961038963,2,CAMK,CAMKL,AMPK,PRKAA2
SIK1,1.511764705882353,54,PTM-SEA,0.23376623376623376,1,CAMK,CAMKL,QIK,SIK1
CSNK2A1,17.6546726491842,45,PTM-SEA,0.36363636363636365,2,CMGC,CK2,NA,CSNK2A1
PRKDC,-39.645388707951575,37,PTM-SEA,0.4675324675324675,2,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,7.611061027311977,48,PTM-SEA,0.3246753246753247,2,ATYPICAL,PIKK,ATM,ATM
AURKB,-3.471986174251521,52,PTM-SEA,0.2597402597402597,2,OTHER,AUR,NA,AURKB
CDK3,0,56,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-3.5274509803921568,51,PTM-SEA,0.2727272727272727,2,CMGC,CDK,CDK4,CDK6
CDK5,-48.38763278211293,30,PTM-SEA,0.5584415584415584,3,CMGC,CDK,CDK5,CDK5
PRKCE,80.69864367223678,11,PTM-SEA,0.8051948051948052,4,AGC,PKC,ETA,PRKCE
PRKCQ,96.65427444376758,3,PTM-SEA,0.961038961038961,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,65.30531821033807,23,PTM-SEA,0.6493506493506493,3,AGC,PKC,IOTA,PRKCZ
PRKCD,78.3008179761752,13,PTM-SEA,0.7792207792207793,4,AGC,PKC,DELTA,PRKCD
PRKAA1,1.3968671827749617,55,PTM-SEA,0.22077922077922077,1,CAMK,CAMKL,AMPK,PRKAA1
PAK1,37.45276877659909,40,PTM-SEA,0.42857142857142855,2,STE,STE20,PAKA,PAK1
PAK2,77.1,16,PTM-SEA,0.7402597402597403,3,STE,STE20,PAKA,PAK2
PRKG2,-86.05214066284859,7,PTM-SEA,0.8571428571428571,4,AGC,PKG,NA,PRKG2
ROCK1,72.90896881778632,20,PTM-SEA,0.6883116883116883,3,AGC,DMPK,ROCK,ROCK1
ATR,-77.60462045004694,14,PTM-SEA,0.7662337662337663,4,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,56,PTM-SEA,0,1,CAMK,CAMK2,NA,CAMK2G
DYRK1A,8.373212325862184,47,PTM-SEA,0.33766233766233766,2,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,78.78933872908715,12,PTM-SEA,0.7922077922077922,4,AGC,PKG,NA,PRKG1
PRKD1,97.58117355856122,2,PTM-SEA,0.974025974025974,4,CAMK,PKD,NA,PRKD1
STK38,0,56,PTM-SEA,0,1,AGC,NDR,NA,STK38
RPS6KA2,90.00151349454912,5,PTM-SEA,0.935064935064935,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,41.11740124487859,35,PTM-SEA,0.4935064935064935,2,AGC,RSK,RSK,RPS6KA1
PKN1,-73.7006240931313,19,PTM-SEA,0.7012987012987013,3,AGC,PKN,NA,PKN1
MAPK14,-29.42529292521881,42,PTM-SEA,0.4025974025974026,2,CMGC,MAPK,P38,MAPK14
PIM3,87.24427439190245,6,PTM-SEA,0.8701298701298701,4,CAMK,PIM,NA,PIM3
BRSK2,0,56,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,56,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,56,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,56,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,56,PTM-SEA,0,1,CK1,VRK,NA,VRK1
PLK3,0,56,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,56,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
LATS2,0,56,PTM-SEA,0,1,AGC,NDR,NA,LATS2
PIM2,87.24427439190245,6,PTM-SEA,0.8701298701298701,4,CAMK,PIM,NA,PIM2
AKT3,94.86480217410593,4,PTM-SEA,0.948051948051948,4,AGC,AKT,NA,AKT3
AAK1,298,262,KEA3,0.10285714285714286,1,OTHER,NAK,BIKE,AAK1
ABL1,23.666666666666668,11,KEA3,0.9657142857142857,4,TK,ABL,NA,ABL1
ABL2,116.33333333333333,110,KEA3,0.6142857142857143,3,TK,ABL,NA,ABL2
ACVR1,117.5,112,KEA3,0.6085714285714285,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,219,213,KEA3,0.24857142857142858,1,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,201,KEA3,0.2914285714285714,2,TKL,STKR,TYPE2,ACVR2B
AKT1,21.333333333333332,9,KEA3,0.9714285714285714,4,AGC,AKT,NA,AKT1
AKT2,36,19,KEA3,0.94,4,AGC,AKT,NA,AKT2
AKT3,145,135,KEA3,0.52,3,AGC,AKT,NA,AKT3
ALK,51.5,31,KEA3,0.8914285714285715,4,TK,ALK,NA,ALK
ARAF,95.5,79,KEA3,0.7285714285714285,3,TKL,RAF,RAF,ARAF
ATM,122,120,KEA3,0.5828571428571429,3,ATYPICAL,PIKK,ATM,ATM
ATR,72.66666666666667,52,KEA3,0.8228571428571428,4,ATYPICAL,PIKK,ATR,ATR
AURKA,79.66666666666667,60,KEA3,0.7942857142857143,4,OTHER,AUR,NA,AURKA
AURKB,43.666666666666664,26,KEA3,0.9085714285714286,4,OTHER,AUR,NA,AURKB
AURKC,185,177,KEA3,0.37142857142857144,2,OTHER,AUR,NA,AURKC
AXL,205,198,KEA3,0.3028571428571429,2,TK,AXL,NA,AXL
BLK,257,231,KEA3,0.19142857142857142,1,TK,SRC,SRCB,BLK
BMP2K,324,285,KEA3,0.037142857142857144,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,175,169,KEA3,0.4057142857142857,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,120,117,KEA3,0.5914285714285714,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,223.5,216,KEA3,0.23714285714285716,1,TKL,STKR,TYPE2,BMPR2
BMX,96,80,KEA3,0.7257142857142858,3,TK,TEC,NA,BMX
BRAF,168,162,KEA3,0.4257142857142857,2,TKL,RAF,RAF,BRAF
BRSK1,224.33333333333334,217,KEA3,0.2342857142857143,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,305,269,KEA3,0.08285714285714285,1,CAMK,CAMKL,BRSK,BRSK2
BTK,80.33333333333333,61,KEA3,0.7914285714285715,4,TK,TEC,NA,BTK
BUB1,145,135,KEA3,0.52,3,OTHER,BUB,NA,BUB1
CAMK1,87.66666666666667,71,KEA3,0.7542857142857143,4,CAMK,CAMK1,NA,CAMK1
